1	Ja	ja	PTKANT	PTKANT	_	0	root	_	-
2	!	!	$.	$.	_	0	root	_	-

1	Wenn	wenn	KOUS	KOUS	_	5	konj	_	-
2	jeder	jede	ART	PIDAT	Masc|Nom|Sg	3	det	_	-
3	Tag	Tag	N	NN	Masc|Nom|Sg	5	subj	_	-
4	gleich	gleich	ADV	ADJD	Pos|	5	pred	_	-
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	8	neb	_	-
6	,	,	$,	$,	_	0	root	_	-
7	dann	dann	ADV	ADV	_	8	adv	_	-
8	bleibt	bleiben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
9	davon	davon	PROAV	PROAV	_	8	pp	_	-
10	in	in	PREP	APPR	Dat	8	pp	_	-
11	der	die	ART	ART	Def|Fem|Dat|Sg	12	det	_	-
12	Erinnerung	Erinnerung	N	NN	Fem|Dat|Sg	10	pn	_	-
13	nicht	nicht	PTKNEG	PTKNEG	_	8	adv	_	-
14	viel	viel	PRO	PIS	_|Nom|Sg	8	subj	_	-
15	übrig	übrig	ADV	ADJD	Pos|	8	pred	_	-
16	.	.	$.	$.	_	0	root	_	-

1	Darum	Darum	PROAV	PROAV	_	2	pp	_	-
2	denken	denken	V	VVFIN	3|Pl|Pres|_	0	root	_	-
3	Erwachsene	Erwachsene	N	NN	_|Nom|Pl	2	subj	_	(0)
4	auch	auch	ADV	ADV	_	2	adv	_	-
5	,	,	$,	$,	_	0	root	_	-
6	dass	dass	KOUS	KOUS	_	12	konj	_	-
7	die	die	ART	ART	Def|Fem|Nom|Sg	8	det	_	-
8	Zeit	Zeit	N	NN	Fem|Nom|Sg	12	subj	_	-
9	jedes	jede	ART	PIDAT	Neut|_|Sg	10	det	_	-
10	Jahr	Jahr	N	NN	Neut|_|Sg	11	grad	_	-
11	schneller	schnell	ADV	ADJD	Comp|	12	adv	_	-
12	vergeht	vergehen	V	VVFIN	3|Sg|Pres|Ind	2	objc	_	-
13	.	.	$.	$.	_	0	root	_	-

1	Sie	sie	PRO	PPER	3|Pl|_|Nom	2	subj	_	(0)
2	erleben	erleben	V	VVFIN	3|Pl|Pres|_	0	root	_	-
3	nicht	nicht	PTKNEG	PTKNEG	_	2	adv	_	-
4	mehr	mehr	ADV	ADV	_	3	adv	_	-
5	so	so	ADV	ADV	_	6	adv	_	-
6	viel	viel	ART	PIDAT	Neut|_|Sg	7	det	_	-
7	Neues	Neues	N	NN	Neut|_|Sg	2	obja	_	-
8	.	.	$.	$.	_	0	root	_	-

1	Ihr	ihre	ART	PPOSAT	Neut|Nom|Sg	2	det	_	(0)
2	Leben	Leben	N	NN	Neut|Nom|Sg	3	subj	_	-
3	besteht	bestehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
4	zu	zu	PREP	APPR	Dat	3	pp	_	-
5	einem	eine	ART	ART	Indef|_|Dat|Sg	7	det	_	-
6	großen	groß	ADJA	ADJA	Pos|_|Dat|Sg|Wk|	7	attr	_	-
7	Teil	Teil	N	NN	_|Dat|Sg	4	pn	_	-
8	aus	aus	PREP	APPR	Dat	3	objp	_	-
9	Routine	Routine	N	NN	Fem|Dat|Sg	8	pn	_	-
10	.	.	$.	$.	_	0	root	_	-

1	Die	die	ART	ART	Def|Neut|Nom|Pl	2	det	_	-
2	Erlebnisse	Erlebnis	N	NN	Neut|Nom|Pl	3	subj	_	-
3	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	-
4	vielleicht	vielleicht	ADV	ADV	_	3	adv	_	-
5	nicht	nicht	PTKNEG	PTKNEG	_	3	adv	_	-
6	mehr	mehr	ADV	ADV	_	5	adv	_	-
7	so	so	ADV	ADV	_	8	adv	_	-
8	spannend	spannend	ADV	ADJD	_|_	3	pred	_	-
9	.	.	$.	$.	_	0	root	_	-

1	Kinder	Kind	N	NN	Neut|Nom|Pl	2	subj	_	(1)
2	entdecken	entdecken	V	VVFIN	3|Pl|Pres|_	0	root	_	-
3	und	und	KON	KON	_	2	kon	_	-
4	lernen	lernen	V	VVFIN	_|Pl|Pres|_	3	cj	_	-
5	jeden	jede	ART	PIDAT	_|_|Sg	6	det	_	-
6	Tag	Tag	N	NN	_|_|Sg	4	zeit	_	-
7	etwas	etwas	ART	PIAT	Neut|_|Sg	8	det	_	-
8	Neues	Neues	N	NN	Neut|_|Sg	4	obja	_	-
9	.	.	$.	$.	_	0	root	_	-

1	Kein	keine	ART	PIAT	_|Nom|Sg	2	det	_	-
2	Tag	Tag	N	NN	_|Nom|Sg	3	subj	_	-
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
4	für	für	PREP	APPR	Acc	3	pp	_	-
5	sie	sie	PRO	PPER	3|_|_|Acc	4	pn	_	(1)
6	wie	wie	KOKOM	KOKOM	_	3	kom	_	-
7	der	die	ART	ART	Def|_|_|_	8	det	_	-
8	andere	andere	ADJA	ADJA	_|_|_	6	cj	_	-
9	.	.	$.	$.	_	0	root	_	-

