Feature,Value
words per sent,26.3
LIX,43.030038022813685
# words,263
# sents,10
discourse entities,0.1
avg entity frequency,0.0
vocabulary density,0.6644295302013423
adjectives,2.3
nouns,3.4
verbs,3.8
pronouns,5.5
particles,6.7
punctuation marks,4.4
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.0
aux verbs,1.2
full verbs,2.5
split verbs,0.0
nominative,0.7
accusative,1.7
dative,1.4
genitive,0.2
gen modifiers,0.2
prep with gen,0.0
all genitives,0.2
accusative obj,1.4
dative obj,0.4
genitive obj,0.0
prepositional obj,0.2
acc+dat obj,1.8
gen+prep obj,0.2
present forms,2.2
past forms,0.1
perfect forms,0.1
pqp forms,0.0
perfect+pqp forms,0.0
past aux forms,0.3
futur 1 forms,0.0
futur 2 forms,0.1
all futur forms,0.3
subj 1 forms,0.0
subj 2 forms,0.1
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.1
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.1
superlative,0.1
comp+superlative,0.2
conjunctions,0.3
subjunctions,0.3
relative clauses,0.2
participial clauses pres,0.1
participial clauses past,0.0
all participial clauses,0.1
negations,0.4
question words,0.5
question marks,0.1
subj/pred inversions,1.2
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,130.5
concessive,15.8
conditional,263.6
consecutive,7.3
final,18.4
interrogative,7.2
modal,60.3
other,308.3
temporal,257.2
A1 features,6
A1 features summed,1.7000000000000002
A2 features,8
A2 features summed,402.40000000000003
B1 features,5
B1 features summed,287.7
level features (all),39
level features (all) summed,45.10000000000002
