Feature,Value
words per sent,46.38
LIX,72.42570935748168
# words,2319
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5353606789250354
adjectives,5.52
nouns,8.4
verbs,5.52
pronouns,9.96
particles,9.9
punctuation marks,6.9
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.2
aux verbs,0.9
full verbs,4.28
split verbs,0.42
nominative,2.14
accusative,2.6
dative,1.94
genitive,1.0
gen modifiers,0.9
prep with gen,0.02
all genitives,0.96
accusative obj,1.7
dative obj,0.3
genitive obj,0.04
prepositional obj,0.2
acc+dat obj,2.0
gen+prep obj,0.24
present forms,1.4
past forms,1.5
perfect forms,0.08
pqp forms,0.18
perfect+pqp forms,0.36
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.26
all futur forms,0.0
subj 1 forms,0.04
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.02
irrealis mode,0.0
all subj forms,0.04
imperatives,0.02
passive voice,0.0
passive with agens,0.0
comparative,0.2
superlative,0.18
comp+superlative,0.38
conjunctions,0.4
subjunctions,0.14
relative clauses,0.5
participial clauses pres,0.06
participial clauses past,0.14
all participial clauses,0.2
negations,0.2
question words,0.22
question marks,0.04
subj/pred inversions,1.3
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,39.64
concessive,3.64
conditional,61.38
consecutive,0.02
final,5.84
interrogative,2.2
modal,18.52
other,95.86
temporal,77.04
A1 features,8
A1 features summed,1.58
A2 features,8
A2 features summed,104.14
B1 features,6
B1 features summed,83.44000000000001
level features (all),46
level features (all) summed,73.90000000000005
