1	„	„	N	NE	_|Nom|Pl	3	subj	_	-
2	Da	da	ADV	ADV	_	1	adv	_	-
3	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	-
4	Äpfel	Apfel	N	NN	Masc|Nom|Pl	3	pred	_	(0)
5	!	!	$.	$.	_	0	root	_	-

1	Nein	nein	PTKANT	PTKANT	_	0	root	_	-
2	,	,	$,	$,	_	0	root	_	-
3	Äpfel	Apfel	N	NN	Masc|_|Pl	4	obja	_	(0)
4	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	-
5	ich	ich	PRO	PPER	1|Sg|_|Nom	4	subj	_	(1)
6	noch	noch	ADV	ADV	_	4	adv	_	-
7	.	.	$.	$.	_	0	root	_	-

1	Aber	aber	KON	KON	_	0	root	_	-
2	ich	ich	PRO	PPER	1|Sg|_|Nom	3	subj	_	(1)
3	brauche	brauchen	V	VVFIN	1|Sg|Pres|_	1	cj	_	-
4	Tomaten	Tomate	N	NN	Fem|_|Pl	3	obja	_	-
5	.	.	$.	$.	_	0	root	_	-

1	Eine	eine	ART	ART	Indef|Fem|Nom|Sg	2	det	_	-
2	Tomate	Tomate	N	NN	Fem|Nom|Sg	3	subj	_	-
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
4	noch	noch	ADV	ADV	_	3	adv	_	-
5	da	da	ADV	ADV	_	3	adv	_	-
6	,	,	$,	$,	_	0	root	_	-
7	dann	dann	ADV	ADV	_	8	adv	_	-
8	brauche	brauchen	V	VVFIN	1|Sg|Pres|_	3	kon	_	-
9	ich	ich	PRO	PPER	1|Sg|_|Nom	8	subj	_	(1)
10	noch	noch	ADV	ADV	_	8	adv	_	-
11	4	4	CARD	CARD	_	12	attr	_	-
12	Tomaten	Tomate	N	NN	Fem|_|Pl	8	obja	_	-
13	für	für	PREP	APPR	Acc	8	pp	_	-
14	den	die	ART	ART	Def|Masc|Acc|Sg	15	det	_	-
15	Salat	Salat	N	NN	Masc|Acc|Sg	13	pn	_	-
16	.	.	$.	$.	_	0	root	_	-

