Feature,Value
words per sent,44.3
LIX,71.38803611738149
# words,443
# sents,10
discourse entities,0.1
avg entity frequency,0.0
vocabulary density,0.6694214876033058
adjectives,3.3
nouns,9.3
verbs,7.7
pronouns,9.5
particles,8.6
punctuation marks,5.7
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.3
aux verbs,3.6
full verbs,3.7
split verbs,0.0
nominative,2.7
accusative,2.7
dative,2.6
genitive,0.7
gen modifiers,0.5
prep with gen,0.0
all genitives,0.5
accusative obj,1.8
dative obj,0.7
genitive obj,0.0
prepositional obj,0.4
acc+dat obj,2.5
gen+prep obj,0.4
present forms,1.1
past forms,0.5
perfect forms,1.0
pqp forms,0.3
perfect+pqp forms,1.1
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,1.3
all futur forms,0.0
subj 1 forms,0.2
subj 2 forms,0.0
subj 2 aux forms,0.2
ind speech,0.0
irrealis mode,0.0
all subj forms,0.4
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.2
superlative,0.1
comp+superlative,0.3
conjunctions,1.0
subjunctions,0.2
relative clauses,0.8
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.1
question words,0.5
question marks,0.0
subj/pred inversions,0.4
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,79.3
concessive,7.8
conditional,156.2
consecutive,5.3
final,15.0
interrogative,4.2
modal,37.5
other,202.5
temporal,156.3
A1 features,5
A1 features summed,2.9000000000000004
A2 features,9
A2 features summed,243.29999999999998
B1 features,5
B1 features summed,174.40000000000003
level features (all),38
level features (all) summed,76.9
