Feature,Value
words per sent,49.3
LIX,79.11744421906694
# words,493
# sents,10
discourse entities,0.1
avg entity frequency,0.0
vocabulary density,0.696078431372549
adjectives,7.6
nouns,10.6
verbs,4.6
pronouns,11.2
particles,8.9
punctuation marks,6.4
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.1
aux verbs,0.5
full verbs,3.9
split verbs,0.3
nominative,2.9
accusative,2.7
dative,3.0
genitive,1.7
gen modifiers,1.3
prep with gen,0.0
all genitives,1.3
accusative obj,2.0
dative obj,0.7
genitive obj,0.0
prepositional obj,0.5
acc+dat obj,2.7
gen+prep obj,0.5
present forms,1.1
past forms,2.3
perfect forms,0.0
pqp forms,0.1
perfect+pqp forms,0.3
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.1
all futur forms,0.0
subj 1 forms,0.1
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.1
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.0
superlative,0.0
comp+superlative,0.0
conjunctions,0.4
subjunctions,0.3
relative clauses,0.5
participial clauses pres,0.1
participial clauses past,0.1
all participial clauses,0.2
negations,0.0
question words,0.5
question marks,0.0
subj/pred inversions,1.1
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,35.1
concessive,3.2
conditional,61.1
consecutive,0.0
final,6.2
interrogative,1.8
modal,16.6
other,91.9
temporal,69.3
A1 features,4
A1 features summed,1.3000000000000003
A2 features,6
A2 features summed,101.0
B1 features,4
B1 features summed,74.8
level features (all),36
level features (all) summed,80.69999999999995
